T1,T2,RH,time
17.69,15.26,77.69,'2021/12/9 6:25:39
17.66,15.26,77.91,'2021/12/9 6:25:42
17.66,15.26,78.06,'2021/12/9 6:25:43
17.69,15.26,77.63,'2021/12/9 6:25:43
17.69,15.23,77.63,'2021/12/9 6:25:43
17.67,15.26,77.85,'2021/12/9 6:25:44
17.69,15.26,77.34,'2021/12/9 6:25:45
17.69,15.3,77.8,'2021/12/9 6:25:46
17.67,15.26,77.63,'2021/12/9 6:25:47
17.69,15.33,77.87,'2021/12/9 6:25:48
17.69,15.23,77.63,'2021/12/9 6:25:49
17.69,15.3,77.63,'2021/12/9 6:25:50
17.66,15.23,78.21,'2021/12/9 6:25:51
17.67,15.26,77.63,'2021/12/9 6:25:52
17.69,15.26,77.8,'2021/12/9 6:25:53
17.66,15.26,78.19,'2021/12/9 6:25:54
17.73,15.26,77.92,'2021/12/9 6:25:55
17.69,15.26,77.63,'2021/12/9 6:25:56
17.69,15.26,77.93,'2021/12/9 6:25:57
17.69,15.26,77.88,'2021/12/9 6:25:59
17.69,15.26,77.63,'2021/12/9 6:26:00
17.66,15.3,77.63,'2021/12/9 6:26:01
17.69,15.23,77.93,'2021/12/9 6:26:02
17.69,15.26,77.85,'2021/12/9 6:26:03
17.69,15.26,78.21,'2021/12/9 6:26:04
17.66,15.26,77.65,'2021/12/9 6:26:05
17.66,15.26,77.45,'2021/12/9 6:26:06
17.66,15.3,77.81,'2021/12/9 6:26:07
17.69,15.26,77.91,'2021/12/9 6:26:08
17.69,15.26,77.63,'2021/12/9 6:26:09
17.69,15.23,77.63,'2021/12/9 6:26:10
17.69,15.26,77.93,'2021/12/9 6:26:11
17.69,15.26,77.93,'2021/12/9 6:26:12
17.69,15.23,77.88,'2021/12/9 6:26:13
17.66,15.29,77.63,'2021/12/9 6:26:16
17.69,15.26,77.04,'2021/12/9 6:26:16
17.69,15.3,77.63,'2021/12/9 6:26:16
17.69,15.26,77.34,'2021/12/9 6:26:17
17.66,15.26,77.61,'2021/12/9 6:26:18
17.69,15.26,77.63,'2021/12/9 6:26:19
17.69,15.27,77.91,'2021/12/9 6:26:20
17.66,15.26,77.93,'2021/12/9 6:26:21
17.69,15.26,77.63,'2021/12/9 6:26:22
17.66,15.23,78.21,'2021/12/9 6:26:23
17.66,15.24,77.51,'2021/12/9 6:26:24
17.69,15.26,77.91,'2021/12/9 6:26:25
17.66,15.23,77.63,'2021/12/9 6:26:26
17.69,15.26,77.91,'2021/12/9 6:26:27
17.69,15.26,77.43,'2021/12/9 6:26:28
17.69,15.23,77.63,'2021/12/9 6:26:29
17.69,15.26,77.63,'2021/12/9 6:26:30
17.69,15.26,77.63,'2021/12/9 6:26:31
17.69,15.26,77.63,'2021/12/9 6:26:32
17.69,15.23,77.91,'2021/12/9 6:26:33
17.69,15.23,77.91,'2021/12/9 6:26:34
17.69,15.26,77.63,'2021/12/9 6:26:35
17.73,15.26,77.63,'2021/12/9 6:26:36
17.69,15.26,77.91,'2021/12/9 6:26:37
17.66,15.26,77.63,'2021/12/9 6:26:38
17.69,15.28,77.35,'2021/12/9 6:26:39
17.69,15.26,77.63,'2021/12/9 6:26:40
17.69,15.26,77.72,'2021/12/9 6:26:41
17.69,15.26,77.42,'2021/12/9 6:26:42
17.69,15.25,77.87,'2021/12/9 6:26:43
17.69,15.26,77.93,'2021/12/9 6:26:44
17.69,15.27,77.63,'2021/12/9 6:26:45
17.69,15.26,77.46,'2021/12/9 6:26:46
17.66,15.26,77.8,'2021/12/9 6:26:47
17.69,15.29,77.53,'2021/12/9 6:26:48
17.71,15.26,77.91,'2021/12/9 6:26:49
17.68,15.26,77.38,'2021/12/9 6:26:50
17.66,15.23,77.63,'2021/12/9 6:26:51
17.69,15.26,77.77,'2021/12/9 6:26:52
17.69,15.26,77.36,'2021/12/9 6:26:53
17.73,15.26,77.34,'2021/12/9 6:26:54
17.69,15.24,77.63,'2021/12/9 6:26:55
17.69,15.26,77.63,'2021/12/9 6:26:56
17.69,15.27,78.08,'2021/12/9 6:26:57
17.69,15.26,77.42,'2021/12/9 6:26:58
17.69,15.26,77.63,'2021/12/9 6:26:59
17.69,15.28,77.89,'2021/12/9 6:27:00
17.69,15.26,77.75,'2021/12/9 6:27:01
17.71,15.26,77.67,'2021/12/9 6:27:02
17.66,15.26,77.63,'2021/12/9 6:27:03
17.69,15.26,77.63,'2021/12/9 6:27:04
17.67,15.26,77.63,'2021/12/9 6:27:05
17.66,15.3,77.63,'2021/12/9 6:27:06
17.69,15.26,77.38,'2021/12/9 6:27:07
17.69,15.24,77.88,'2021/12/9 6:27:08
17.69,15.3,77.85,'2021/12/9 6:27:09
17.69,15.26,77.65,'2021/12/9 6:27:10
17.69,15.26,77.63,'2021/12/9 6:27:11
17.69,15.26,77.07,'2021/12/9 6:27:12
17.73,15.26,77.85,'2021/12/9 6:27:13
17.73,15.26,77.63,'2021/12/9 6:27:14
17.73,15.23,77.52,'2021/12/9 6:27:15
17.7,15.3,77.63,'2021/12/9 6:27:16
17.69,15.3,77.63,'2021/12/9 6:27:17
17.73,15.26,77.34,'2021/12/9 6:27:18
17.69,15.3,77.63,'2021/12/9 6:27:19
17.73,15.23,77.93,'2021/12/9 6:27:20
17.69,15.3,78.05,'2021/12/9 6:27:21
17.69,15.24,77.63,'2021/12/9 6:27:22
17.66,15.3,77.63,'2021/12/9 6:27:23
17.69,15.26,77.63,'2021/12/9 6:27:24
17.69,15.26,77.93,'2021/12/9 6:27:25
17.69,15.26,77.63,'2021/12/9 6:27:26
17.66,15.23,77.63,'2021/12/9 6:27:27
17.73,15.26,77.91,'2021/12/9 6:27:28
17.69,15.26,77.63,'2021/12/9 6:27:29
17.69,15.26,77.87,'2021/12/9 6:27:30
17.73,15.26,77.68,'2021/12/9 6:27:31
17.69,15.26,77.71,'2021/12/9 6:27:32
17.69,15.26,77.63,'2021/12/9 6:27:33
17.73,15.26,77.63,'2021/12/9 6:27:34
17.69,15.23,77.63,'2021/12/9 6:27:35
17.69,15.25,77.63,'2021/12/9 6:27:37
17.69,15.23,77.63,'2021/12/9 6:27:38
17.69,15.26,77.25,'2021/12/9 6:27:39
17.73,15.24,77.63,'2021/12/9 6:27:40
17.69,15.26,77.34,'2021/12/9 6:27:41
17.69,15.26,77.93,'2021/12/9 6:27:42
17.69,15.26,77.61,'2021/12/9 6:27:43
17.69,15.3,77.48,'2021/12/9 6:27:44
17.69,15.26,77.41,'2021/12/9 6:27:45
17.69,15.26,77.93,'2021/12/9 6:27:46
17.71,15.3,77.34,'2021/12/9 6:27:47
17.66,15.26,77.34,'2021/12/9 6:27:48
17.66,15.26,77.91,'2021/12/9 6:27:49
17.69,15.23,77.63,'2021/12/9 6:27:50
17.69,15.26,77.63,'2021/12/9 6:27:51
17.66,15.26,77.63,'2021/12/9 6:27:52
17.69,15.23,77.81,'2021/12/9 6:27:53
17.69,15.3,77.63,'2021/12/9 6:27:54
17.67,15.26,77.61,'2021/12/9 6:27:55
17.66,15.3,77.88,'2021/12/9 6:27:58
17.66,15.3,77.63,'2021/12/9 6:27:58
17.69,15.26,77.63,'2021/12/9 6:27:58
17.69,15.3,77.63,'2021/12/9 6:27:59
17.68,15.26,77.85,'2021/12/9 6:28:00
17.69,15.26,77.63,'2021/12/9 6:28:01
17.73,15.3,77.63,'2021/12/9 6:28:02
17.69,15.3,77.9,'2021/12/9 6:28:03
17.66,15.26,77.63,'2021/12/9 6:28:04
17.73,15.3,77.93,'2021/12/9 6:28:05
17.69,15.26,77.63,'2021/12/9 6:28:06
17.69,15.3,77.63,'2021/12/9 6:28:07
17.69,15.26,77.74,'2021/12/9 6:28:08
17.69,15.26,77.34,'2021/12/9 6:28:09
17.69,15.29,77.8,'2021/12/9 6:28:10
17.69,15.26,77.49,'2021/12/9 6:28:11
17.7,15.26,77.73,'2021/12/9 6:28:12
17.69,15.26,77.38,'2021/12/9 6:28:13
17.73,15.26,77.63,'2021/12/9 6:28:14
17.73,15.3,77.59,'2021/12/9 6:28:15
17.69,15.23,77.93,'2021/12/9 6:28:16
17.73,15.26,77.75,'2021/12/9 6:28:17
17.69,15.3,77.63,'2021/12/9 6:28:18
17.69,15.25,77.63,'2021/12/9 6:28:19
17.67,15.26,77.84,'2021/12/9 6:28:20
17.69,15.26,77.21,'2021/12/9 6:28:21
17.69,15.26,77.63,'2021/12/9 6:28:22
17.69,15.26,77.49,'2021/12/9 6:28:23
17.73,15.26,77.16,'2021/12/9 6:28:24
17.72,15.26,77.81,'2021/12/9 6:28:25
17.69,15.26,77.34,'2021/12/9 6:28:26
17.69,15.26,77.63,'2021/12/9 6:28:27
17.69,15.26,77.67,'2021/12/9 6:28:28
17.73,15.3,78.1,'2021/12/9 6:28:29
17.73,15.23,77.5,'2021/12/9 6:28:30
17.69,15.26,77.82,'2021/12/9 6:28:33
17.69,15.26,77.63,'2021/12/9 6:28:33
17.69,15.26,77.93,'2021/12/9 6:28:34
17.69,15.28,77.63,'2021/12/9 6:28:34
17.69,15.26,77.93,'2021/12/9 6:28:35
17.69,15.26,77.34,'2021/12/9 6:28:36
17.69,15.26,77.3,'2021/12/9 6:28:37
17.69,15.26,77.34,'2021/12/9 6:28:38
17.7,15.26,77.63,'2021/12/9 6:28:39
17.69,15.24,77.89,'2021/12/9 6:28:40
17.69,15.26,77.63,'2021/12/9 6:28:41
17.69,15.3,77.11,'2021/12/9 6:28:42
17.69,15.26,77.48,'2021/12/9 6:28:43
17.73,15.26,77.47,'2021/12/9 6:28:44
17.69,15.23,77.52,'2021/12/9 6:28:45
17.73,15.26,77.63,'2021/12/9 6:28:46
17.69,15.26,77.59,'2021/12/9 6:28:47
17.69,15.3,77.54,'2021/12/9 6:28:48
17.69,15.26,77.93,'2021/12/9 6:28:49
17.69,15.26,77.11,'2021/12/9 6:28:50
17.69,15.26,77.63,'2021/12/9 6:28:51
17.73,15.23,77.52,'2021/12/9 6:28:52
17.69,15.26,77.47,'2021/12/9 6:28:53
17.69,15.23,77.06,'2021/12/9 6:28:54
17.73,15.26,77.54,'2021/12/9 6:28:55
17.69,15.23,77.44,'2021/12/9 6:28:56
17.69,15.26,77.63,'2021/12/9 6:28:57
17.69,15.23,77.36,'2021/12/9 6:28:58
17.69,15.26,77.36,'2021/12/9 6:28:59
17.72,15.26,77.4,'2021/12/9 6:29:00
17.69,15.3,77.67,'2021/12/9 6:29:01
17.71,15.26,77.36,'2021/12/9 6:29:02
17.73,15.23,77.63,'2021/12/9 6:29:03
17.69,15.23,77.18,'2021/12/9 6:29:04
17.69,15.26,77.34,'2021/12/9 6:29:05
17.73,15.26,77.63,'2021/12/9 6:29:06
17.69,15.26,77.63,'2021/12/9 6:29:07
17.73,15.26,77.47,'2021/12/9 6:29:08
17.69,15.29,77.63,'2021/12/9 6:29:09
17.69,15.26,77.34,'2021/12/9 6:29:11
17.69,15.26,77.06,'2021/12/9 6:29:12
17.69,15.3,77.93,'2021/12/9 6:29:13
17.69,15.26,77.61,'2021/12/9 6:29:14
17.73,15.26,77.36,'2021/12/9 6:29:15
17.73,15.23,77.63,'2021/12/9 6:29:16
17.73,15.26,77.82,'2021/12/9 6:29:17
17.69,15.24,77.41,'2021/12/9 6:29:18
17.73,15.3,77.63,'2021/12/9 6:29:19
17.66,15.26,77.36,'2021/12/9 6:29:20
17.73,15.26,77.63,'2021/12/9 6:29:21
17.69,15.26,77.63,'2021/12/9 6:29:22
17.69,15.3,77.52,'2021/12/9 6:29:23
17.69,15.26,77.17,'2021/12/9 6:29:24
17.73,15.26,77.98,'2021/12/9 6:29:25
17.69,15.26,77.63,'2021/12/9 6:29:26
17.69,15.27,77.63,'2021/12/9 6:29:27
17.69,15.26,77.54,'2021/12/9 6:29:28
17.69,15.26,77.63,'2021/12/9 6:29:29
17.73,15.3,77.36,'2021/12/9 6:29:30
17.69,15.26,77.08,'2021/12/9 6:29:31
17.69,15.3,77.93,'2021/12/9 6:29:32
17.69,15.3,77.84,'2021/12/9 6:29:33
17.69,15.3,77.36,'2021/12/9 6:29:34
17.73,15.3,77.36,'2021/12/9 6:29:35
17.69,15.23,77.63,'2021/12/9 6:29:36
17.69,15.3,77.65,'2021/12/9 6:29:37
17.7,15.26,77.92,'2021/12/9 6:29:38
17.73,15.26,77.63,'2021/12/9 6:29:39
17.73,15.27,77.5,'2021/12/9 6:29:40
17.73,15.26,77.65,'2021/12/9 6:29:41
17.69,15.23,77.63,'2021/12/9 6:29:42
17.69,15.26,77.37,'2021/12/9 6:29:43
17.66,15.3,77.83,'2021/12/9 6:29:44
17.69,15.23,77.57,'2021/12/9 6:29:45
17.66,15.3,77.81,'2021/12/9 6:29:46
17.69,15.3,77.45,'2021/12/9 6:29:47
17.73,15.26,77.63,'2021/12/9 6:29:48
17.69,15.3,77.63,'2021/12/9 6:29:49
17.69,15.26,77.77,'2021/12/9 6:29:50
17.66,15.26,77.43,'2021/12/9 6:29:51
17.69,15.3,77.63,'2021/12/9 6:29:52
17.69,15.26,77.81,'2021/12/9 6:29:53
17.66,15.26,77.46,'2021/12/9 6:29:54
17.69,15.3,77.63,'2021/12/9 6:29:55
17.66,15.26,77.63,'2021/12/9 6:29:56
17.66,15.26,77.63,'2021/12/9 6:29:57
17.73,15.3,77.36,'2021/12/9 6:29:58
17.73,15.26,77.67,'2021/12/9 6:29:59
17.73,15.26,77.93,'2021/12/9 6:30:00
17.73,15.3,77.63,'2021/12/9 6:30:01
17.73,15.3,77.65,'2021/12/9 6:30:02
17.67,15.3,77.93,'2021/12/9 6:30:03
17.67,15.26,77.93,'2021/12/9 6:30:04
17.69,15.26,77.74,'2021/12/9 6:30:05
17.69,15.26,77.63,'2021/12/9 6:30:06
17.73,15.26,77.36,'2021/12/9 6:30:07
17.67,15.26,77.93,'2021/12/9 6:30:10
17.69,15.26,77.82,'2021/12/9 6:30:10
17.69,15.26,77.68,'2021/12/9 6:30:11
17.67,15.26,77.36,'2021/12/9 6:30:11
17.69,15.28,77.68,'2021/12/9 6:30:12
17.69,15.26,77.63,'2021/12/9 6:30:13
17.73,15.26,77.93,'2021/12/9 6:30:14
17.66,15.3,77.93,'2021/12/9 6:30:15
17.69,15.23,77.63,'2021/12/9 6:30:16
17.69,15.26,77.63,'2021/12/9 6:30:17
17.69,15.26,77.82,'2021/12/9 6:30:18
17.69,15.26,77.25,'2021/12/9 6:30:19
17.72,15.26,77.93,'2021/12/9 6:30:20
17.73,15.28,77.54,'2021/12/9 6:30:21
17.69,15.28,77.84,'2021/12/9 6:30:22
17.73,15.3,77.78,'2021/12/9 6:30:23
17.69,15.3,77.93,'2021/12/9 6:30:24
17.69,15.27,77.93,'2021/12/9 6:30:25
17.69,15.3,77.93,'2021/12/9 6:30:26
17.69,15.3,77.93,'2021/12/9 6:30:27
17.73,15.3,77.71,'2021/12/9 6:30:28
17.73,15.24,77.93,'2021/12/9 6:30:29
17.69,15.26,78.23,'2021/12/9 6:30:30
17.73,15.26,77.72,'2021/12/9 6:30:31
17.73,15.27,77.36,'2021/12/9 6:30:32
17.73,15.26,77.93,'2021/12/9 6:30:33
17.72,15.3,77.87,'2021/12/9 6:30:34
17.69,15.3,77.93,'2021/12/9 6:30:35
17.71,15.3,77.65,'2021/12/9 6:30:36
17.71,15.3,77.72,'2021/12/9 6:30:37
17.71,15.26,77.63,'2021/12/9 6:30:38
17.73,15.29,77.82,'2021/12/9 6:30:39
17.73,15.3,77.65,'2021/12/9 6:30:40
17.69,15.3,77.93,'2021/12/9 6:30:41
17.69,15.3,77.65,'2021/12/9 6:30:42
17.69,15.26,77.4,'2021/12/9 6:30:45
17.69,15.3,77.4,'2021/12/9 6:30:46
17.69,15.3,77.63,'2021/12/9 6:30:46
17.73,15.33,77.65,'2021/12/9 6:30:46
17.69,15.3,77.93,'2021/12/9 6:30:47
17.73,15.26,78.23,'2021/12/9 6:30:48
17.69,15.27,77.52,'2021/12/9 6:30:50
17.69,15.3,77.36,'2021/12/9 6:30:51
17.73,15.3,77.93,'2021/12/9 6:30:52
17.73,15.3,78.22,'2021/12/9 6:30:53
17.73,15.3,77.36,'2021/12/9 6:30:54
17.73,15.3,77.93,'2021/12/9 6:30:55
17.69,15.33,77.36,'2021/12/9 6:30:56
17.69,15.26,77.51,'2021/12/9 6:30:57
17.69,15.29,77.82,'2021/12/9 6:30:58
17.69,15.3,77.79,'2021/12/9 6:30:59
17.73,15.3,77.93,'2021/12/9 6:31:00
17.69,15.3,77.93,'2021/12/9 6:31:01
17.73,15.28,77.52,'2021/12/9 6:31:02
17.73,15.3,77.95,'2021/12/9 6:31:03
17.69,15.3,77.93,'2021/12/9 6:31:04
17.73,15.3,77.63,'2021/12/9 6:31:05
17.69,15.3,77.65,'2021/12/9 6:31:06
17.71,15.3,77.69,'2021/12/9 6:31:07
17.73,15.26,77.73,'2021/12/9 6:31:08
17.73,15.26,77.55,'2021/12/9 6:31:09
17.69,15.26,77.63,'2021/12/9 6:31:10
17.69,15.3,77.6,'2021/12/9 6:31:11
17.73,15.3,77.91,'2021/12/9 6:31:12
17.73,15.26,77.36,'2021/12/9 6:31:13
17.69,15.3,78.16,'2021/12/9 6:31:14
17.7,15.33,77.59,'2021/12/9 6:31:15
17.69,15.3,77.93,'2021/12/9 6:31:16
17.69,15.26,77.52,'2021/12/9 6:31:17
17.73,15.28,77.66,'2021/12/9 6:31:18
17.73,15.3,77.86,'2021/12/9 6:31:19
17.73,15.26,77.74,'2021/12/9 6:31:20
17.69,15.23,77.63,'2021/12/9 6:31:21
17.73,15.26,77.93,'2021/12/9 6:31:22
17.69,15.3,77.36,'2021/12/9 6:31:23
17.69,15.3,77.65,'2021/12/9 6:31:24
17.73,15.26,77.58,'2021/12/9 6:31:25
17.69,15.3,77.81,'2021/12/9 6:31:26
17.73,15.3,77.82,'2021/12/9 6:31:27
17.69,15.26,77.94,'2021/12/9 6:31:28
17.73,15.29,77.61,'2021/12/9 6:31:29
17.69,15.3,77.93,'2021/12/9 6:31:30
17.69,15.26,77.39,'2021/12/9 6:31:31
17.73,15.26,77.63,'2021/12/9 6:31:32
17.69,15.3,77.65,'2021/12/9 6:31:33
17.73,15.3,77.69,'2021/12/9 6:31:34
17.73,15.3,77.63,'2021/12/9 6:31:35
17.72,15.26,77.36,'2021/12/9 6:31:36
17.71,15.26,78.17,'2021/12/9 6:31:37
17.72,15.26,77.63,'2021/12/9 6:31:38
17.69,15.26,77.93,'2021/12/9 6:31:39
17.73,15.26,77.63,'2021/12/9 6:31:40
17.73,15.3,77.36,'2021/12/9 6:31:41
17.69,15.3,77.39,'2021/12/9 6:31:42
17.69,15.26,77.9,'2021/12/9 6:31:43
17.69,15.26,77.63,'2021/12/9 6:31:44
17.66,15.26,77.87,'2021/12/9 6:31:45
17.69,15.3,77.87,'2021/12/9 6:31:46
17.73,15.26,77.63,'2021/12/9 6:31:47
17.69,15.3,77.43,'2021/12/9 6:31:48
17.67,15.26,77.63,'2021/12/9 6:31:49
17.69,15.3,77.06,'2021/12/9 6:31:50
17.66,15.24,77.63,'2021/12/9 6:31:51
17.69,15.29,77.63,'2021/12/9 6:31:52
17.69,15.3,77.34,'2021/12/9 6:31:53
17.69,15.3,77.93,'2021/12/9 6:31:54
17.69,15.26,77.47,'2021/12/9 6:31:55
17.73,15.27,77.63,'2021/12/9 6:31:56
17.73,15.27,77.93,'2021/12/9 6:31:57
17.69,15.3,77.63,'2021/12/9 6:31:58
17.72,15.3,78.2,'2021/12/9 6:31:59
17.73,15.26,77.36,'2021/12/9 6:32:00
17.69,15.26,77.36,'2021/12/9 6:32:01
17.69,15.28,77.89,'2021/12/9 6:32:02
17.73,15.3,77.39,'2021/12/9 6:32:03
17.69,15.3,77.63,'2021/12/9 6:32:04
17.69,15.31,77.63,'2021/12/9 6:32:05
17.73,15.3,77.61,'2021/12/9 6:32:06
17.69,15.26,77.67,'2021/12/9 6:32:07
17.73,15.3,77.63,'2021/12/9 6:32:08
17.69,15.3,77.7,'2021/12/9 6:32:09
17.73,15.26,77.47,'2021/12/9 6:32:10
17.66,15.26,77.93,'2021/12/9 6:32:11
17.73,15.26,77.77,'2021/12/9 6:32:12
17.73,15.3,77.36,'2021/12/9 6:32:13
17.69,15.26,77.36,'2021/12/9 6:32:14
17.76,15.26,78.23,'2021/12/9 6:32:15
17.69,15.3,77.93,'2021/12/9 6:32:16
17.76,15.3,77.93,'2021/12/9 6:32:17
17.69,15.26,77.98,'2021/12/9 6:32:18
17.69,15.26,77.36,'2021/12/9 6:32:19
17.73,15.3,77.52,'2021/12/9 6:32:20
17.71,15.3,77.36,'2021/12/9 6:32:21
17.76,15.26,77.45,'2021/12/9 6:32:22
17.69,15.26,77.89,'2021/12/9 6:32:23
17.69,15.26,77.15,'2021/12/9 6:32:24
17.73,15.27,77.36,'2021/12/9 6:32:25
17.73,15.28,77.93,'2021/12/9 6:32:26
17.76,15.3,77.62,'2021/12/9 6:32:27
17.73,15.3,77.36,'2021/12/9 6:32:28
17.69,15.3,77.93,'2021/12/9 6:32:30
17.69,15.3,77.65,'2021/12/9 6:32:31
17.73,15.3,77.81,'2021/12/9 6:32:32
17.69,15.3,77.55,'2021/12/9 6:32:33
17.73,15.3,77.77,'2021/12/9 6:32:34
17.73,15.3,77.65,'2021/12/9 6:32:35
17.69,15.3,78.13,'2021/12/9 6:32:36
17.73,15.26,77.65,'2021/12/9 6:32:37
17.73,15.3,77.93,'2021/12/9 6:32:38
17.73,15.26,77.63,'2021/12/9 6:32:39
17.73,15.28,77.93,'2021/12/9 6:32:40
17.73,15.28,77.36,'2021/12/9 6:32:41
17.69,15.3,77.63,'2021/12/9 6:32:42
17.73,15.3,77.82,'2021/12/9 6:32:43
17.73,15.3,77.65,'2021/12/9 6:32:44
17.69,15.3,77.7,'2021/12/9 6:32:45
17.73,15.26,77.36,'2021/12/9 6:32:46
17.73,15.3,77.53,'2021/12/9 6:32:47
17.7,15.3,77.65,'2021/12/9 6:32:48
17.73,15.3,77.8,'2021/12/9 6:32:49
17.73,15.3,77.47,'2021/12/9 6:32:50
17.73,15.3,77.65,'2021/12/9 6:32:51
17.73,15.3,78,'2021/12/9 6:32:52
17.73,15.33,77.65,'2021/12/9 6:32:53
17.73,15.3,77.93,'2021/12/9 6:32:54
17.76,15.3,77.69,'2021/12/9 6:32:55
17.73,15.26,77.49,'2021/12/9 6:32:56
17.73,15.3,77.51,'2021/12/9 6:32:57
17.73,15.3,77.68,'2021/12/9 6:32:58
17.73,15.26,77.65,'2021/12/9 6:32:59
17.73,15.27,77.5,'2021/12/9 6:33:00
17.76,15.3,77.36,'2021/12/9 6:33:01
17.73,15.3,77.36,'2021/12/9 6:33:02
17.73,15.3,77.93,'2021/12/9 6:33:03
17.73,15.3,77.65,'2021/12/9 6:33:04
17.76,15.3,77.65,'2021/12/9 6:33:05
17.76,15.27,77.42,'2021/12/9 6:33:06
17.76,15.3,77.65,'2021/12/9 6:33:07
17.73,15.3,77.49,'2021/12/9 6:33:08
17.73,15.3,77.49,'2021/12/9 6:33:09
17.73,15.3,77.77,'2021/12/9 6:33:10
17.73,15.26,77.49,'2021/12/9 6:33:11
17.73,15.3,77.49,'2021/12/9 6:33:12
17.73,15.3,77.38,'2021/12/9 6:33:13
17.73,15.3,77.38,'2021/12/9 6:33:14
17.73,15.3,77.65,'2021/12/9 6:33:15
17.73,15.33,77.6,'2021/12/9 6:33:16
17.73,15.33,77.48,'2021/12/9 6:33:17
17.73,15.31,77.82,'2021/12/9 6:33:18
17.76,15.3,77.79,'2021/12/9 6:33:19
17.75,15.3,77.95,'2021/12/9 6:33:20
17.74,15.33,77.65,'2021/12/9 6:33:21
17.73,15.26,77.67,'2021/12/9 6:33:22
17.73,15.3,77.44,'2021/12/9 6:33:23
17.73,15.33,77.51,'2021/12/9 6:33:24
17.76,15.3,77.38,'2021/12/9 6:33:25
17.7,15.33,77.52,'2021/12/9 6:33:26
17.73,15.36,77.95,'2021/12/9 6:33:27
17.73,15.26,77.82,'2021/12/9 6:33:28
17.79,15.33,77.21,'2021/12/9 6:33:29
17.76,15.3,77.67,'2021/12/9 6:33:30
17.76,15.33,77.67,'2021/12/9 6:33:31
17.76,15.3,77.57,'2021/12/9 6:33:32
17.76,15.3,77.57,'2021/12/9 6:33:33
17.76,15.3,77.52,'2021/12/9 6:33:34
17.76,15.33,77.67,'2021/12/9 6:33:35
17.78,15.33,77.63,'2021/12/9 6:33:36
17.76,15.3,77.97,'2021/12/9 6:33:37
17.73,15.33,77.67,'2021/12/9 6:33:38
17.76,15.33,77.95,'2021/12/9 6:33:39
17.73,15.32,77.51,'2021/12/9 6:33:40
17.76,15.33,77.95,'2021/12/9 6:33:41
17.73,15.33,77.74,'2021/12/9 6:33:42
17.76,15.33,77.41,'2021/12/9 6:33:43
17.76,15.33,77.87,'2021/12/9 6:33:44
17.76,15.31,77.67,'2021/12/9 6:33:45
17.76,15.3,77.71,'2021/12/9 6:33:46
17.76,15.33,77.8,'2021/12/9 6:33:47
17.76,15.33,77.79,'2021/12/9 6:33:48
17.76,15.3,77.95,'2021/12/9 6:33:49
17.76,15.3,77.38,'2021/12/9 6:33:50
17.73,15.33,77.17,'2021/12/9 6:33:51
17.76,15.33,77.8,'2021/12/9 6:33:52
17.76,15.3,77.71,'2021/12/9 6:33:53
17.73,15.33,77.56,'2021/12/9 6:33:54
17.76,15.34,77.51,'2021/12/9 6:33:55
17.76,15.3,77.38,'2021/12/9 6:33:56
17.76,15.3,77.8,'2021/12/9 6:33:57
17.78,15.3,77.45,'2021/12/9 6:33:58
17.76,15.3,77.67,'2021/12/9 6:33:59
17.76,15.36,77.38,'2021/12/9 6:34:00
17.76,15.33,78.25,'2021/12/9 6:34:01
17.74,15.33,77.78,'2021/12/9 6:34:02
17.73,15.36,77.67,'2021/12/9 6:34:03
17.76,15.33,77.38,'2021/12/9 6:34:04
17.73,15.33,78.24,'2021/12/9 6:34:05
17.73,15.3,77.97,'2021/12/9 6:34:07
17.76,15.33,78.18,'2021/12/9 6:34:08
17.73,15.33,77.68,'2021/12/9 6:34:09
17.79,15.33,77.67,'2021/12/9 6:34:10
17.76,15.36,77.67,'2021/12/9 6:34:11
17.76,15.3,77.97,'2021/12/9 6:34:12
17.76,15.33,77.67,'2021/12/9 6:34:13
17.79,15.33,77.71,'2021/12/9 6:34:14
17.76,15.33,77.51,'2021/12/9 6:34:15
17.73,15.33,77.69,'2021/12/9 6:34:16
17.76,15.33,77.73,'2021/12/9 6:34:17
17.76,15.36,77.43,'2021/12/9 6:34:18
17.76,15.33,77.4,'2021/12/9 6:34:19
17.76,15.36,77.4,'2021/12/9 6:34:20
17.79,15.33,77.67,'2021/12/9 6:34:21
17.76,15.34,77.36,'2021/12/9 6:34:22
17.79,15.33,77.99,'2021/12/9 6:34:23
17.76,15.33,77.1,'2021/12/9 6:34:24
17.79,15.33,77.67,'2021/12/9 6:34:25
17.79,15.33,77.85,'2021/12/9 6:34:26
17.79,15.36,77.69,'2021/12/9 6:34:27
17.76,15.36,77.67,'2021/12/9 6:34:28
17.76,15.34,77.69,'2021/12/9 6:34:29
17.83,15.36,77.7,'2021/12/9 6:34:30
17.79,15.36,77.4,'2021/12/9 6:34:31
17.79,15.36,77.4,'2021/12/9 6:34:32
17.79,15.36,77.69,'2021/12/9 6:34:33
17.78,15.36,77.97,'2021/12/9 6:34:34
17.76,15.33,77.4,'2021/12/9 6:34:35
17.79,15.36,77.53,'2021/12/9 6:34:36
17.79,15.36,77.99,'2021/12/9 6:34:37
17.79,15.3,77.69,'2021/12/9 6:34:38
17.79,15.36,77.69,'2021/12/9 6:34:39
17.79,15.36,77.81,'2021/12/9 6:34:40
17.83,15.35,77.26,'2021/12/9 6:34:41
17.79,15.36,77.51,'2021/12/9 6:34:42
