T1,T2,Goff-Gratch,HylandWexler,Tetens,Magnus,JiLiFormual,Buck,time
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:31:35
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:31:40
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:31:45
26.8,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:31:50
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:31:55
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:00
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:05
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:10
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:15
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:20
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:25
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:30
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:35
26.8,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:40
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:32:45
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:00
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:01
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:01
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:05
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:10
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:15
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:20
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:26
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:31
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:36
26.9,27,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:41
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:46
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:51
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:33:56
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:34:01
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:34:06
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:34:11
26.9,27.1,-279.799532965511,98.000250538187,97.3715055851805,-278.048366622959,97.3701677932368,4190.66956135023,'2021/9/2 8:34:16
