T1,T2,Goff-Gratch,HylandWexler,Tetens,Magnus,JiLiFormual,Buck,time
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:02:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:02:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:02:56
26,26.2,100,100,100,100,100,100,'2021/9/1 9:03:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:16
26,26.2,100,100,100,100,100,100,'2021/9/1 9:03:21
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:03:51
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:03:56
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:21
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:04:51
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:04:56
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:06
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:05:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:21
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:05:56
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:06:01
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:06:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:21
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:06:56
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:07:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:21
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:31
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:07:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:07:56
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:01
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:08:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:21
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:08:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:31
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:08:36
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:08:56
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:09:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:21
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:09:26
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:09:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:36
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:09:41
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:51
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:09:56
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:10:01
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:21
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:10:26
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:10:31
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:36
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:10:41
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:10:46
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:10:51
26.2,26.3,100,100,100,100,100,100,'2021/9/1 9:10:56
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:01
26.1,26.3,100,100,100,100,100,100,'2021/9/1 9:11:06
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:11
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:16
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:21
26.2,26.2,100,100,100,100,100,100,'2021/9/1 9:11:26
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:32
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:47
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:47
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:47
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:52
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:11:57
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:12:02
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:07
26.1,26.2,100,100,100,100,100,100,'2021/9/1 9:12:12
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:17
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:22
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:27
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:32
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:37
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:42
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:47
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:52
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:12:57
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:13:02
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:13:07
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:13:12
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:17
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:22
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:27
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:32
26,26,100,100,100,100,100,100,'2021/9/1 9:13:37
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:42
26.1,26,100,100,100,100,100,100,'2021/9/1 9:13:47
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:02
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:02
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:02
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:07
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:12
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:17
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:22
26.1,26,100,100,100,100,100,100,'2021/9/1 9:14:27
26,25.9,100,100,100,100,100,100,'2021/9/1 9:14:32
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:14:37
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:14:42
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:14:47
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:14:52
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:14:57
26,25.9,100,100,100,100,100,100,'2021/9/1 9:15:02
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:07
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:12
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:17
26,25.9,100,100,100,100,100,100,'2021/9/1 9:15:22
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:27
26,25.9,100,100,100,100,100,100,'2021/9/1 9:15:32
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:37
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:42
26,25.9,100,100,100,100,100,100,'2021/9/1 9:15:47
26,25.9,100,100,100,100,100,100,'2021/9/1 9:15:52
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:15:57
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:02
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:16:07
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:16:12
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:17
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:22
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:27
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:32
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:16:37
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:42
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:47
26.1,26,100,100,100,100,100,100,'2021/9/1 9:16:52
26,25.9,100,100,100,100,100,100,'2021/9/1 9:16:57
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:17:02
26.1,26,100,100,100,100,100,100,'2021/9/1 9:17:07
26.1,25.9,100,100,100,100,100,100,'2021/9/1 9:17:12
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:17
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:22
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:27
26.1,26,100,100,100,100,100,100,'2021/9/1 9:17:32
26,26,100,100,100,100,100,100,'2021/9/1 9:17:37
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:42
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:47
26,26,100,100,100,100,100,100,'2021/9/1 9:17:52
26,25.9,100,100,100,100,100,100,'2021/9/1 9:17:57
26,26,100,100,100,100,100,100,'2021/9/1 9:18:02
26,26,100,100,100,100,100,100,'2021/9/1 9:18:07
26,26,100,100,100,100,100,100,'2021/9/1 9:18:12
26,25.9,100,100,100,100,100,100,'2021/9/1 9:18:17
26,25.9,100,100,100,100,100,100,'2021/9/1 9:18:22
26,26,100,100,100,100,100,100,'2021/9/1 9:18:27
26,26,100,100,100,100,100,100,'2021/9/1 9:18:32
26,25.9,100,100,100,100,100,100,'2021/9/1 9:18:37
26,26,100,100,100,100,100,100,'2021/9/1 9:18:42
26,25.9,100,100,100,100,100,100,'2021/9/1 9:18:47
26,26,100,100,100,100,100,100,'2021/9/1 9:18:52
26,25.9,100,100,100,100,100,100,'2021/9/1 9:18:57
26,26,100,100,100,100,100,100,'2021/9/1 9:19:02
26,26,100,100,100,100,100,100,'2021/9/1 9:19:07
26,26,100,100,100,100,100,100,'2021/9/1 9:19:12
26.1,26,100,100,100,100,100,100,'2021/9/1 9:19:17
26,26,100,100,100,100,100,100,'2021/9/1 9:19:22
26,26,100,100,100,100,100,100,'2021/9/1 9:19:27
26,25.9,100,100,100,100,100,100,'2021/9/1 9:19:32
26,26,100,100,100,100,100,100,'2021/9/1 9:19:37
26,26,100,100,100,100,100,100,'2021/9/1 9:19:42
26,26,100,100,100,100,100,100,'2021/9/1 9:19:47
26,26,100,100,100,100,100,100,'2021/9/1 9:19:52
26,26,100,100,100,100,100,100,'2021/9/1 9:19:57
26,26,100,100,100,100,100,100,'2021/9/1 9:20:02
26.1,26,100,100,100,100,100,100,'2021/9/1 9:20:07
26.1,26,100,100,100,100,100,100,'2021/9/1 9:20:12
26,26,100,100,100,100,100,100,'2021/9/1 9:20:17
26.1,26,100,100,100,100,100,100,'2021/9/1 9:20:22
26,26,100,100,100,100,100,100,'2021/9/1 9:20:27
26,26,100,100,100,100,100,100,'2021/9/1 9:20:32
26.1,26,100,100,100,100,100,100,'2021/9/1 9:20:37
26,26,100,100,100,100,100,100,'2021/9/1 9:20:42
26.1,26,100,100,100,100,100,100,'2021/9/1 9:20:47
26,26,100,100,100,100,100,100,'2021/9/1 9:20:52
26,26,100,100,100,100,100,100,'2021/9/1 9:20:57
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:02
26,26,100,100,100,100,100,100,'2021/9/1 9:21:07
26,26.1,100,100,100,100,100,100,'2021/9/1 9:21:12
26,26,100,100,100,100,100,100,'2021/9/1 9:21:17
26,26,100,100,100,100,100,100,'2021/9/1 9:21:22
26,26,100,100,100,100,100,100,'2021/9/1 9:21:27
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:32
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:38
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:53
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:53
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:53
26.1,26,100,100,100,100,100,100,'2021/9/1 9:21:58
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:22:03
26,26,100,100,100,100,100,100,'2021/9/1 9:22:08
26.1,26,100,100,100,100,100,100,'2021/9/1 9:22:13
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:22:18
26,26,100,100,100,100,100,100,'2021/9/1 9:22:23
26,26.1,100,100,100,100,100,100,'2021/9/1 9:22:28
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:22:33
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:22:38
26.1,26,100,100,100,100,100,100,'2021/9/1 9:22:43
26.1,26,100,100,100,100,100,100,'2021/9/1 9:22:48
26.1,26,100,100,100,100,100,100,'2021/9/1 9:22:53
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:22:58
26.1,26,100,100,100,100,100,100,'2021/9/1 9:23:03
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:08
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:13
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:18
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:23
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:28
26.1,26,100,100,100,100,100,100,'2021/9/1 9:23:33
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:38
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:43
26.1,26,100,100,100,100,100,100,'2021/9/1 9:23:48
26.1,26,100,100,100,100,100,100,'2021/9/1 9:23:53
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:23:58
26.1,26.1,100,100,100,100,100,100,'2021/9/1 9:24:03
26,26.1,100,100,100,100,100,100,'2021/9/1 9:24:08
26.1,26,100,100,100,100,100,100,'2021/9/1 9:24:13
26,26.1,100,100,100,100,100,100,'2021/9/1 9:24:18
26,26,100,100,100,100,100,100,'2021/9/1 9:24:23
26,26,100,100,100,100,100,100,'2021/9/1 9:24:28
26,26,100,100,100,100,100,100,'2021/9/1 9:24:33
26,26.1,100,100,100,100,100,100,'2021/9/1 9:24:38
26,26,100,100,100,100,100,100,'2021/9/1 9:24:43
26,26.1,100,100,100,100,100,100,'2021/9/1 9:24:48
26,26,100,100,100,100,100,100,'2021/9/1 9:24:53
26,26,100,100,100,100,100,100,'2021/9/1 9:24:58
26.1,26,100,100,100,100,100,100,'2021/9/1 9:25:03
26,26.1,100,100,100,100,100,100,'2021/9/1 9:25:08
26,26,100,100,100,100,100,100,'2021/9/1 9:25:13
26,26,100,100,100,100,100,100,'2021/9/1 9:25:18
26,26.1,100,100,100,100,100,100,'2021/9/1 9:25:23
26,26.1,100,100,100,100,100,100,'2021/9/1 9:25:28
26,26,100,100,100,100,100,100,'2021/9/1 9:25:33
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:25:38
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:25:53
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:25:53
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:25:53
26,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:25:58
26,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:03
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:08
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:13
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:18
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:23
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:28
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:33
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:38
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:43
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:48
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:53
26.1,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:26:58
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:03
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:08
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:13
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:18
26,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:23
26,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:28
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:33
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:38
26.1,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:43
26,26.1,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:48
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:53
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:27:58
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:28:03
26,26,-101.338239702884,98.8887436697232,98.5744607054121,-100.412999779213,98.5736418357618,647.3554908554,'2021/9/1 9:28:08
