T1,T2,RH,time
20.09,17.62,78.96,'2021/12/9 9:24:46
20.06,17.62,79.08,'2021/12/9 9:24:47
20.06,17.62,78.96,'2021/12/9 9:24:48
20.02,17.62,78.96,'2021/12/9 9:24:49
20.06,17.62,78.68,'2021/12/9 9:24:50
20.02,17.62,78.96,'2021/12/9 9:24:51
20.06,17.61,78.96,'2021/12/9 9:24:52
20.06,17.62,78.96,'2021/12/9 9:24:53
20.06,17.63,78.8,'2021/12/9 9:24:54
20.09,17.62,78.7,'2021/12/9 9:24:55
20.06,17.62,78.78,'2021/12/9 9:24:56
20.06,17.59,78.98,'2021/12/9 9:24:57
20.06,17.66,79.12,'2021/12/9 9:24:58
20.06,17.62,78.98,'2021/12/9 9:24:59
20.06,17.66,79.13,'2021/12/9 9:25:00
20.06,17.62,79.24,'2021/12/9 9:25:01
20.06,17.62,78.68,'2021/12/9 9:25:02
20.06,17.62,78.7,'2021/12/9 9:25:03
20.06,17.62,78.95,'2021/12/9 9:25:04
20.09,17.62,78.94,'2021/12/9 9:25:05
20.09,17.59,79.16,'2021/12/9 9:25:06
20.06,17.62,79.08,'2021/12/9 9:25:07
20.06,17.62,78.96,'2021/12/9 9:25:08
20.06,17.62,78.81,'2021/12/9 9:25:09
20.06,17.62,78.96,'2021/12/9 9:25:10
20.06,17.66,78.45,'2021/12/9 9:25:11
20.06,17.62,78.68,'2021/12/9 9:25:12
20.09,17.62,78.7,'2021/12/9 9:25:13
20.06,17.62,78.96,'2021/12/9 9:25:14
20.08,17.62,78.96,'2021/12/9 9:25:15
20.06,17.62,78.94,'2021/12/9 9:25:16
20.06,17.62,78.78,'2021/12/9 9:25:17
20.02,17.63,78.96,'2021/12/9 9:25:18
20.03,17.62,79.18,'2021/12/9 9:25:19
20.06,17.59,78.95,'2021/12/9 9:25:20
20.02,17.59,78.96,'2021/12/9 9:25:21
20.06,17.66,78.86,'2021/12/9 9:25:22
20.02,17.62,78.96,'2021/12/9 9:25:23
20.02,17.62,78.68,'2021/12/9 9:25:24
20.02,17.62,78.73,'2021/12/9 9:25:25
20.02,17.59,78.89,'2021/12/9 9:25:26
20.02,17.59,79.23,'2021/12/9 9:25:27
20.05,17.59,78.69,'2021/12/9 9:25:28
20.06,17.62,78.41,'2021/12/9 9:25:29
20.02,17.62,79.23,'2021/12/9 9:25:30
20.07,17.59,78.68,'2021/12/9 9:25:31
20.05,17.62,78.95,'2021/12/9 9:25:32
20.02,17.62,79.21,'2021/12/9 9:25:33
20.06,17.62,78.95,'2021/12/9 9:25:34
20.02,17.62,78.95,'2021/12/9 9:25:35
20.06,17.59,79.23,'2021/12/9 9:25:36
19.99,17.59,79.23,'2021/12/9 9:25:37
20.06,17.59,78.67,'2021/12/9 9:25:38
20.02,17.62,79.01,'2021/12/9 9:25:39
20.06,17.62,78.74,'2021/12/9 9:25:40
20.02,17.6,78.95,'2021/12/9 9:25:41
20.02,17.62,79.23,'2021/12/9 9:25:42
20.02,17.59,78.96,'2021/12/9 9:25:43
20.02,17.62,79.45,'2021/12/9 9:25:44
20.02,17.62,78.85,'2021/12/9 9:25:45
20.06,17.59,78.96,'2021/12/9 9:25:46
20.05,17.62,78.63,'2021/12/9 9:25:47
20.06,17.59,78.5,'2021/12/9 9:25:48
20.06,17.59,78.73,'2021/12/9 9:25:49
20.06,17.62,78.67,'2021/12/9 9:25:50
20.06,17.62,78.95,'2021/12/9 9:25:51
20.02,17.62,78.68,'2021/12/9 9:25:52
20.02,17.62,78.7,'2021/12/9 9:25:53
20.03,17.62,78.68,'2021/12/9 9:25:54
20.02,17.62,78.84,'2021/12/9 9:25:55
20.02,17.59,78.96,'2021/12/9 9:25:56
20.06,17.62,78.81,'2021/12/9 9:25:57
20.03,17.62,78.94,'2021/12/9 9:25:58
20.06,17.59,79.21,'2021/12/9 9:25:59
20.06,17.59,78.8,'2021/12/9 9:26:00
20.06,17.62,78.96,'2021/12/9 9:26:01
20.06,17.62,79.14,'2021/12/9 9:26:02
20.06,17.62,78.98,'2021/12/9 9:26:03
20.02,17.62,78.96,'2021/12/9 9:26:04
20.06,17.62,79.23,'2021/12/9 9:26:05
20.06,17.62,78.97,'2021/12/9 9:26:06
20.06,17.66,79.24,'2021/12/9 9:26:07
20.06,17.62,79.23,'2021/12/9 9:26:08
20.06,17.62,78.83,'2021/12/9 9:26:09
20.02,17.6,79.16,'2021/12/9 9:26:10
20.06,17.64,79.31,'2021/12/9 9:26:11
20.06,17.66,78.99,'2021/12/9 9:26:12
20.06,17.62,79.24,'2021/12/9 9:26:14
20.06,17.63,79.51,'2021/12/9 9:26:15
20.09,17.65,79.23,'2021/12/9 9:26:16
20.02,17.66,78.96,'2021/12/9 9:26:17
20.06,17.62,79.23,'2021/12/9 9:26:18
20.06,17.65,78.98,'2021/12/9 9:26:19
20.06,17.66,79.23,'2021/12/9 9:26:20
20.02,17.64,79.24,'2021/12/9 9:26:21
20.04,17.66,79.76,'2021/12/9 9:26:22
20.05,17.62,79.51,'2021/12/9 9:26:23
20.02,17.62,79.52,'2021/12/9 9:26:24
20.02,17.66,79.24,'2021/12/9 9:26:25
20.02,17.69,79.15,'2021/12/9 9:26:26
20.08,17.62,79.24,'2021/12/9 9:26:27
20.06,17.66,79.09,'2021/12/9 9:26:28
20.02,17.66,79.28,'2021/12/9 9:26:29
20.02,17.69,79.08,'2021/12/9 9:26:30
20.06,17.66,79.24,'2021/12/9 9:26:31
20.06,17.66,79.18,'2021/12/9 9:26:32
20.06,17.69,79.24,'2021/12/9 9:26:33
20.02,17.66,79.18,'2021/12/9 9:26:34
20.02,17.66,79.52,'2021/12/9 9:26:35
20.06,17.66,79.52,'2021/12/9 9:26:36
20.06,17.66,79.24,'2021/12/9 9:26:37
20.06,17.66,79.24,'2021/12/9 9:26:38
19.99,17.66,79.24,'2021/12/9 9:26:39
20.02,17.66,79.52,'2021/12/9 9:26:40
20.02,17.69,79.24,'2021/12/9 9:26:41
20.06,17.66,79.51,'2021/12/9 9:26:42
20.06,17.69,79.51,'2021/12/9 9:26:43
20.06,17.69,79.52,'2021/12/9 9:26:44
20.06,17.66,79.51,'2021/12/9 9:26:45
20.02,17.69,79.51,'2021/12/9 9:26:46
20.02,17.67,79.63,'2021/12/9 9:26:47
20.06,17.69,79.79,'2021/12/9 9:26:48
20.06,17.69,79.32,'2021/12/9 9:26:49
20.02,17.69,79.53,'2021/12/9 9:26:50
20.02,17.68,79.52,'2021/12/9 9:26:51
20.02,17.69,79.6,'2021/12/9 9:26:52
20.02,17.66,79.51,'2021/12/9 9:26:53
20.02,17.72,80.05,'2021/12/9 9:26:54
20.02,17.69,79.79,'2021/12/9 9:26:55
20.06,17.73,79.51,'2021/12/9 9:26:56
20.02,17.69,79.24,'2021/12/9 9:26:57
20.02,17.69,79.9,'2021/12/9 9:27:00
20.04,17.69,79.52,'2021/12/9 9:27:00
20.06,17.73,79.7,'2021/12/9 9:27:00
20.01,17.69,79.26,'2021/12/9 9:27:01
20.06,17.66,79.67,'2021/12/9 9:27:02
20.06,17.69,79.24,'2021/12/9 9:27:03
20.06,17.66,79.64,'2021/12/9 9:27:04
20.02,17.73,79.52,'2021/12/9 9:27:05
20.02,17.69,79.24,'2021/12/9 9:27:06
20.06,17.69,79.24,'2021/12/9 9:27:07
20.04,17.66,79.84,'2021/12/9 9:27:08
20.05,17.73,79.33,'2021/12/9 9:27:09
20.06,17.66,80.07,'2021/12/9 9:27:10
20.06,17.69,79.52,'2021/12/9 9:27:11
20.06,17.69,79.52,'2021/12/9 9:27:12
20.06,17.73,79.62,'2021/12/9 9:27:13
20.06,17.69,79.69,'2021/12/9 9:27:14
20.02,17.69,79.52,'2021/12/9 9:27:15
20.02,17.73,79.24,'2021/12/9 9:27:16
20.06,17.66,79.6,'2021/12/9 9:27:17
20.03,17.69,79.8,'2021/12/9 9:27:18
20.02,17.69,79.7,'2021/12/9 9:27:19
20.06,17.69,79.52,'2021/12/9 9:27:20
20.08,17.69,80.01,'2021/12/9 9:27:21
20.02,17.69,79.87,'2021/12/9 9:27:22
20.06,17.69,79.52,'2021/12/9 9:27:23
20.06,17.69,79.52,'2021/12/9 9:27:24
20.06,17.69,79.79,'2021/12/9 9:27:25
20.06,17.73,79.8,'2021/12/9 9:27:26
20.02,17.69,79.53,'2021/12/9 9:27:27
20.06,17.67,79.52,'2021/12/9 9:27:28
20.06,17.69,79.26,'2021/12/9 9:27:29
20.06,17.69,79.52,'2021/12/9 9:27:30
20.06,17.67,79.52,'2021/12/9 9:27:31
20.06,17.69,79.52,'2021/12/9 9:27:32
20.06,17.69,79.52,'2021/12/9 9:27:33
20.06,17.69,79.36,'2021/12/9 9:27:34
20.06,17.73,79.24,'2021/12/9 9:27:35
20.09,17.66,79.58,'2021/12/9 9:27:36
20.06,17.69,79.52,'2021/12/9 9:27:37
20.06,17.69,80.05,'2021/12/9 9:27:38
20.06,17.69,79.52,'2021/12/9 9:27:39
20.08,17.66,79.79,'2021/12/9 9:27:40
20.06,17.69,79.29,'2021/12/9 9:27:41
20.06,17.69,79.24,'2021/12/9 9:27:42
20.06,17.69,79.52,'2021/12/9 9:27:43
20.06,17.69,79.52,'2021/12/9 9:27:44
20.06,17.69,79.52,'2021/12/9 9:27:45
20.09,17.66,79.69,'2021/12/9 9:27:46
20.06,17.69,79.6,'2021/12/9 9:27:47
20.06,17.69,79.12,'2021/12/9 9:27:48
20.02,17.69,79.52,'2021/12/9 9:27:49
20.06,17.69,79.79,'2021/12/9 9:27:50
20.06,17.73,79.24,'2021/12/9 9:27:51
20.06,17.66,79.26,'2021/12/9 9:27:52
20.09,17.69,79.88,'2021/12/9 9:27:54
20.06,17.66,79.45,'2021/12/9 9:27:55
20.06,17.69,79.8,'2021/12/9 9:27:56
20.09,17.69,79.8,'2021/12/9 9:27:57
20.06,17.69,79.52,'2021/12/9 9:27:58
20.02,17.69,80.07,'2021/12/9 9:27:59
20.03,17.69,79.79,'2021/12/9 9:28:00
20.06,17.69,79.8,'2021/12/9 9:28:01
20.06,17.73,79.7,'2021/12/9 9:28:02
20.06,17.73,79.8,'2021/12/9 9:28:03
20.06,17.73,80.08,'2021/12/9 9:28:04
20.06,17.7,79.8,'2021/12/9 9:28:05
20.06,17.7,79.78,'2021/12/9 9:28:06
20.09,17.68,79.7,'2021/12/9 9:28:07
20.09,17.73,79.52,'2021/12/9 9:28:08
20.09,17.69,79.64,'2021/12/9 9:28:09
20.06,17.73,79.52,'2021/12/9 9:28:10
20.06,17.73,79.8,'2021/12/9 9:28:11
20.06,17.73,79.54,'2021/12/9 9:28:12
20.09,17.73,79.8,'2021/12/9 9:28:13
20.06,17.69,79.54,'2021/12/9 9:28:14
20.06,17.73,79.19,'2021/12/9 9:28:15
20.09,17.66,79.8,'2021/12/9 9:28:16
20.06,17.69,79.26,'2021/12/9 9:28:17
20.07,17.69,79.82,'2021/12/9 9:28:18
20.09,17.73,79.54,'2021/12/9 9:28:21
20.06,17.73,79.54,'2021/12/9 9:28:21
20.08,17.73,79.54,'2021/12/9 9:28:21
20.06,17.73,79.54,'2021/12/9 9:28:22
20.09,17.73,79.26,'2021/12/9 9:28:23
20.09,17.69,79.54,'2021/12/9 9:28:24
20.12,17.69,79.54,'2021/12/9 9:28:25
20.12,17.73,79.43,'2021/12/9 9:28:26
20.12,17.69,79.54,'2021/12/9 9:28:27
20.09,17.73,79.52,'2021/12/9 9:28:28
20.12,17.73,79.33,'2021/12/9 9:28:29
20.12,17.73,79.54,'2021/12/9 9:28:30
20.09,17.74,79.54,'2021/12/9 9:28:31
20.12,17.73,79.31,'2021/12/9 9:28:32
20.09,17.73,79.54,'2021/12/9 9:28:33
20.09,17.69,79.83,'2021/12/9 9:28:34
20.09,17.72,79.28,'2021/12/9 9:28:35
20.12,17.73,79.26,'2021/12/9 9:28:36
20.12,17.69,79.8,'2021/12/9 9:28:37
20.12,17.73,79,'2021/12/9 9:28:38
20.09,17.69,79.54,'2021/12/9 9:28:39
20.09,17.73,79.24,'2021/12/9 9:28:40
20.09,17.73,79.28,'2021/12/9 9:28:41
20.12,17.73,79.52,'2021/12/9 9:28:42
20.09,17.73,79.06,'2021/12/9 9:28:43
20.09,17.73,79.28,'2021/12/9 9:28:44
20.12,17.73,79.26,'2021/12/9 9:28:45
20.12,17.73,79,'2021/12/9 9:28:46
20.12,17.73,79.28,'2021/12/9 9:28:47
20.1,17.73,79.5,'2021/12/9 9:28:48
20.09,17.73,79.28,'2021/12/9 9:28:49
20.1,17.73,79.54,'2021/12/9 9:28:50
20.12,17.73,79.02,'2021/12/9 9:28:51
20.11,17.73,79.28,'2021/12/9 9:28:52
20.12,17.73,79.65,'2021/12/9 9:28:53
20.12,17.73,79.5,'2021/12/9 9:28:54
20.12,17.73,79.3,'2021/12/9 9:28:55
20.12,17.73,79.1,'2021/12/9 9:28:56
20.12,17.73,79.28,'2021/12/9 9:28:57
20.12,17.73,79.02,'2021/12/9 9:28:58
20.09,17.69,79.02,'2021/12/9 9:28:59
20.09,17.73,79.46,'2021/12/9 9:29:00
20.12,17.73,79.28,'2021/12/9 9:29:01
20.12,17.73,79.54,'2021/12/9 9:29:02
20.12,17.73,79.28,'2021/12/9 9:29:03
20.12,17.73,79.19,'2021/12/9 9:29:04
20.12,17.73,79.54,'2021/12/9 9:29:05
20.09,17.73,79.41,'2021/12/9 9:29:06
20.1,17.69,79.56,'2021/12/9 9:29:07
20.09,17.76,79.28,'2021/12/9 9:29:08
20.09,17.76,79.17,'2021/12/9 9:29:09
20.09,17.73,79.15,'2021/12/9 9:29:10
20.09,17.73,79.16,'2021/12/9 9:29:11
20.09,17.69,79.51,'2021/12/9 9:29:12
20.09,17.73,79.09,'2021/12/9 9:29:13
20.12,17.73,79,'2021/12/9 9:29:14
20.12,17.69,79.46,'2021/12/9 9:29:15
20.12,17.69,79,'2021/12/9 9:29:16
20.12,17.69,79,'2021/12/9 9:29:17
20.09,17.73,79.37,'2021/12/9 9:29:18
20.12,17.73,79,'2021/12/9 9:29:19
20.1,17.69,79.28,'2021/12/9 9:29:20
20.12,17.76,79.06,'2021/12/9 9:29:21
20.12,17.73,79.54,'2021/12/9 9:29:22
20.12,17.73,79.18,'2021/12/9 9:29:23
20.16,17.73,79.28,'2021/12/9 9:29:24
20.09,17.71,79.07,'2021/12/9 9:29:25
20.12,17.73,79.54,'2021/12/9 9:29:26
20.12,17.73,79.28,'2021/12/9 9:29:27
20.09,17.69,79.28,'2021/12/9 9:29:28
20.16,17.69,79.56,'2021/12/9 9:29:29
20.15,17.69,79.28,'2021/12/9 9:29:30
20.12,17.69,79,'2021/12/9 9:29:31
20.09,17.73,79.17,'2021/12/9 9:29:32
20.12,17.69,79.28,'2021/12/9 9:29:33
20.12,17.73,79.54,'2021/12/9 9:29:35
20.12,17.73,79,'2021/12/9 9:29:36
20.12,17.7,79.28,'2021/12/9 9:29:37
20.12,17.69,79.28,'2021/12/9 9:29:38
20.09,17.69,79.28,'2021/12/9 9:29:39
20.12,17.71,79.67,'2021/12/9 9:29:40
20.09,17.69,79,'2021/12/9 9:29:41
20.12,17.73,79.48,'2021/12/9 9:29:42
20.12,17.73,79.09,'2021/12/9 9:29:43
20.12,17.73,78.94,'2021/12/9 9:29:44
20.09,17.73,79.28,'2021/12/9 9:29:45
20.12,17.73,79.28,'2021/12/9 9:29:46
20.12,17.73,79.25,'2021/12/9 9:29:47
20.12,17.73,79.28,'2021/12/9 9:29:48
20.16,17.74,79.28,'2021/12/9 9:29:49
20.14,17.73,79.28,'2021/12/9 9:29:50
20.12,17.73,79.28,'2021/12/9 9:29:51
20.13,17.74,79.28,'2021/12/9 9:29:52
20.12,17.73,79,'2021/12/9 9:29:53
20.12,17.69,79.28,'2021/12/9 9:29:54
20.12,17.73,79.02,'2021/12/9 9:29:55
20.12,17.73,79.11,'2021/12/9 9:29:56
20.12,17.75,79.31,'2021/12/9 9:29:57
20.12,17.73,79.56,'2021/12/9 9:29:58
20.16,17.73,79.28,'2021/12/9 9:29:59
20.16,17.76,79.02,'2021/12/9 9:30:00
20.16,17.73,79.44,'2021/12/9 9:30:01
20.16,17.76,79.02,'2021/12/9 9:30:02
20.16,17.73,79.18,'2021/12/9 9:30:03
20.12,17.73,79.08,'2021/12/9 9:30:04
20.16,17.76,79.02,'2021/12/9 9:30:05
20.16,17.73,79.28,'2021/12/9 9:30:06
20.15,17.73,79.24,'2021/12/9 9:30:07
20.12,17.73,79.12,'2021/12/9 9:30:08
20.16,17.73,78.74,'2021/12/9 9:30:09
20.12,17.74,79.28,'2021/12/9 9:30:10
20.16,17.73,79.39,'2021/12/9 9:30:11
20.12,17.76,79.02,'2021/12/9 9:30:12
20.12,17.73,79.28,'2021/12/9 9:30:13
20.19,17.73,79.18,'2021/12/9 9:30:14
20.16,17.73,79.3,'2021/12/9 9:30:15
20.16,17.76,78.8,'2021/12/9 9:30:16
20.14,17.73,79.02,'2021/12/9 9:30:17
20.14,17.73,79.3,'2021/12/9 9:30:18
20.16,17.76,79.02,'2021/12/9 9:30:19
20.16,17.73,79.3,'2021/12/9 9:30:20
20.16,17.72,79.02,'2021/12/9 9:30:23
20.16,17.73,79.02,'2021/12/9 9:30:23
20.19,17.73,79.28,'2021/12/9 9:30:23
20.12,17.74,79.03,'2021/12/9 9:30:24
20.16,17.76,79.25,'2021/12/9 9:30:25
20.16,17.73,78.96,'2021/12/9 9:30:26
20.16,17.76,79.24,'2021/12/9 9:30:27
20.12,17.73,79.02,'2021/12/9 9:30:28
20.19,17.73,78.76,'2021/12/9 9:30:29
20.16,17.73,79.02,'2021/12/9 9:30:30
20.19,17.76,79.3,'2021/12/9 9:30:31
20.16,17.78,79.13,'2021/12/9 9:30:32
20.16,17.73,79.46,'2021/12/9 9:30:33
20.19,17.73,78.76,'2021/12/9 9:30:34
20.19,17.74,78.76,'2021/12/9 9:30:35
20.19,17.76,79.13,'2021/12/9 9:30:36
20.19,17.76,79.2,'2021/12/9 9:30:37
20.16,17.79,79.02,'2021/12/9 9:30:38
20.18,17.76,79.02,'2021/12/9 9:30:39
20.16,17.76,79.41,'2021/12/9 9:30:40
20.16,17.76,79.02,'2021/12/9 9:30:41
20.22,17.73,78.98,'2021/12/9 9:30:42
20.16,17.75,79.12,'2021/12/9 9:30:43
20.16,17.76,78.67,'2021/12/9 9:30:44
20.17,17.73,79.3,'2021/12/9 9:30:45
20.19,17.73,79.2,'2021/12/9 9:30:46
20.19,17.76,79.39,'2021/12/9 9:30:47
20.16,17.73,78.97,'2021/12/9 9:30:48
20.19,17.73,79.36,'2021/12/9 9:30:49
20.19,17.73,79.3,'2021/12/9 9:30:50
20.19,17.73,79.02,'2021/12/9 9:30:51
20.16,17.76,79.75,'2021/12/9 9:30:52
20.16,17.76,79.26,'2021/12/9 9:30:53
20.16,17.76,79.3,'2021/12/9 9:30:54
20.19,17.76,79.02,'2021/12/9 9:30:55
20.16,17.76,79.03,'2021/12/9 9:30:56
20.16,17.76,79.3,'2021/12/9 9:30:57
20.19,17.79,79.3,'2021/12/9 9:30:58
20.16,17.76,79.28,'2021/12/9 9:30:59
20.12,17.76,79.39,'2021/12/9 9:31:02
20.16,17.76,79.53,'2021/12/9 9:31:03
20.16,17.79,79.02,'2021/12/9 9:31:03
20.19,17.76,79.02,'2021/12/9 9:31:03
20.12,17.75,79.57,'2021/12/9 9:31:04
20.12,17.73,79.84,'2021/12/9 9:31:05
20.16,17.76,79.3,'2021/12/9 9:31:06
20.12,17.76,79.16,'2021/12/9 9:31:07
20.16,17.76,79.56,'2021/12/9 9:31:08
20.12,17.76,79.71,'2021/12/9 9:31:09
20.13,17.79,79.39,'2021/12/9 9:31:10
20.12,17.76,79.84,'2021/12/9 9:31:11
20.16,17.76,79.28,'2021/12/9 9:31:12
20.12,17.73,79.7,'2021/12/9 9:31:14
20.12,17.79,79.56,'2021/12/9 9:31:15
20.09,17.76,79.65,'2021/12/9 9:31:16
20.09,17.78,79.56,'2021/12/9 9:31:17
20.09,17.76,79.66,'2021/12/9 9:31:18
20.09,17.73,79.73,'2021/12/9 9:31:19
20.09,17.76,80.1,'2021/12/9 9:31:20
20.12,17.79,79.89,'2021/12/9 9:31:21
20.12,17.81,79.82,'2021/12/9 9:31:22
20.12,17.76,79.54,'2021/12/9 9:31:23
20.09,17.78,79.84,'2021/12/9 9:31:24
20.12,17.79,79.84,'2021/12/9 9:31:25
20.09,17.76,79.08,'2021/12/9 9:31:26
20.12,17.79,79.62,'2021/12/9 9:31:27
20.12,17.73,79.43,'2021/12/9 9:31:28
20.12,17.76,79.75,'2021/12/9 9:31:29
20.12,17.79,79.74,'2021/12/9 9:31:30
20.12,17.76,79.84,'2021/12/9 9:31:31
20.12,17.73,79.82,'2021/12/9 9:31:32
20.12,17.79,79.56,'2021/12/9 9:31:33
20.12,17.76,79.56,'2021/12/9 9:31:34
20.12,17.76,79.3,'2021/12/9 9:31:35
20.12,17.73,79.56,'2021/12/9 9:31:36
20.16,17.74,79.56,'2021/12/9 9:31:37
20.16,17.79,79.02,'2021/12/9 9:31:38
20.16,17.76,79.67,'2021/12/9 9:31:39
20.12,17.79,79.36,'2021/12/9 9:31:40
20.12,17.76,79.56,'2021/12/9 9:31:41
20.16,17.76,79.03,'2021/12/9 9:31:42
20.16,17.79,79.56,'2021/12/9 9:31:43
20.16,17.73,79.3,'2021/12/9 9:31:44
20.16,17.79,79.3,'2021/12/9 9:31:45
20.16,17.79,79.57,'2021/12/9 9:31:46
20.16,17.76,79.57,'2021/12/9 9:31:47
20.19,17.76,79.3,'2021/12/9 9:31:48
20.19,17.76,79.03,'2021/12/9 9:31:49
20.16,17.76,79.57,'2021/12/9 9:31:50
20.19,17.79,79.31,'2021/12/9 9:31:51
20.13,17.79,79.57,'2021/12/9 9:31:52
20.19,17.76,79.57,'2021/12/9 9:31:53
20.19,17.79,79.31,'2021/12/9 9:31:54
20.19,17.76,79.57,'2021/12/9 9:31:55
20.19,17.76,79.03,'2021/12/9 9:31:56
20.19,17.77,79.62,'2021/12/9 9:31:57
20.16,17.76,79.03,'2021/12/9 9:31:58
20.19,17.79,79.57,'2021/12/9 9:31:59
20.22,17.82,79.31,'2021/12/9 9:32:00
20.16,17.79,79.18,'2021/12/9 9:32:01
20.17,17.83,79.56,'2021/12/9 9:32:02
20.19,17.81,79.38,'2021/12/9 9:32:03
20.19,17.79,79.57,'2021/12/9 9:32:04
20.19,17.83,79.31,'2021/12/9 9:32:05
20.19,17.79,79.47,'2021/12/9 9:32:06
20.17,17.79,79.85,'2021/12/9 9:32:07
20.19,17.79,79.31,'2021/12/9 9:32:08
20.19,17.79,79.45,'2021/12/9 9:32:09
20.16,17.79,79.85,'2021/12/9 9:32:10
20.18,17.79,79.57,'2021/12/9 9:32:11
20.12,17.82,79.49,'2021/12/9 9:32:12
20.19,17.82,79.65,'2021/12/9 9:32:13
20.16,17.83,79.83,'2021/12/9 9:32:14
20.22,17.83,79.59,'2021/12/9 9:32:15
20.19,17.79,79.57,'2021/12/9 9:32:16
20.16,17.83,79.57,'2021/12/9 9:32:17
20.19,17.79,79.38,'2021/12/9 9:32:18
20.19,17.83,79.51,'2021/12/9 9:32:19
20.19,17.83,79.31,'2021/12/9 9:32:20
20.22,17.83,79.87,'2021/12/9 9:32:21
20.22,17.79,79.92,'2021/12/9 9:32:22
20.19,17.82,79.48,'2021/12/9 9:32:23
20.19,17.79,79.31,'2021/12/9 9:32:24
20.19,17.83,79.31,'2021/12/9 9:32:25
20.19,17.83,79.59,'2021/12/9 9:32:26
20.19,17.83,79.17,'2021/12/9 9:32:27
20.19,17.79,79.59,'2021/12/9 9:32:28
20.19,17.79,79.31,'2021/12/9 9:32:29
20.19,17.83,79.61,'2021/12/9 9:32:30
20.19,17.86,79.34,'2021/12/9 9:32:31
20.22,17.83,79.78,'2021/12/9 9:32:32
20.19,17.83,79.31,'2021/12/9 9:32:33
20.19,17.83,79.31,'2021/12/9 9:32:34
20.19,17.83,79.82,'2021/12/9 9:32:35
20.22,17.83,79.33,'2021/12/9 9:32:36
20.19,17.83,79.78,'2021/12/9 9:32:37
20.22,17.86,79.59,'2021/12/9 9:32:38
20.2,17.83,79.61,'2021/12/9 9:32:39
20.22,17.83,79.05,'2021/12/9 9:32:40
20.19,17.84,79.27,'2021/12/9 9:32:41
20.22,17.86,79.4,'2021/12/9 9:32:42
20.22,17.86,79.61,'2021/12/9 9:32:43
20.22,17.83,79.59,'2021/12/9 9:32:44
20.2,17.83,79.33,'2021/12/9 9:32:45
20.25,17.83,79.33,'2021/12/9 9:32:46
20.19,17.86,79.39,'2021/12/9 9:32:47
20.19,17.83,79.33,'2021/12/9 9:32:48
20.19,17.83,79.05,'2021/12/9 9:32:49
20.22,17.83,79.87,'2021/12/9 9:32:50
20.24,17.83,79.59,'2021/12/9 9:32:51
20.22,17.83,79.62,'2021/12/9 9:32:52
20.22,17.83,78.94,'2021/12/9 9:32:53
20.19,17.83,79.59,'2021/12/9 9:32:54
20.19,17.83,79.61,'2021/12/9 9:32:55
20.22,17.83,79.59,'2021/12/9 9:32:57
20.19,17.83,79.3,'2021/12/9 9:32:58
20.19,17.85,79.46,'2021/12/9 9:32:59
20.19,17.83,79.31,'2021/12/9 9:33:00
20.19,17.79,79.44,'2021/12/9 9:33:01
20.19,17.83,79.33,'2021/12/9 9:33:02
20.19,17.79,79.59,'2021/12/9 9:33:03
20.22,17.83,79.31,'2021/12/9 9:33:04
20.19,17.83,79.33,'2021/12/9 9:33:05
20.22,17.83,79.57,'2021/12/9 9:33:06
20.19,17.83,79.59,'2021/12/9 9:33:07
20.19,17.83,79.59,'2021/12/9 9:33:08
20.19,17.83,79.59,'2021/12/9 9:33:09
20.19,17.83,79.48,'2021/12/9 9:33:10
20.19,17.83,79.31,'2021/12/9 9:33:11
20.19,17.83,79.59,'2021/12/9 9:33:12
20.19,17.83,79.85,'2021/12/9 9:33:13
20.19,17.83,79.31,'2021/12/9 9:33:14
20.16,17.83,79.59,'2021/12/9 9:33:15
20.19,17.83,79.85,'2021/12/9 9:33:16
20.19,17.83,79.68,'2021/12/9 9:33:17
20.19,17.83,79.57,'2021/12/9 9:33:18
20.16,17.83,79.59,'2021/12/9 9:33:19
20.16,17.83,79.31,'2021/12/9 9:33:20
20.16,17.83,79.31,'2021/12/9 9:33:21
20.16,17.84,79.85,'2021/12/9 9:33:22
20.16,17.83,79.31,'2021/12/9 9:33:23
20.19,17.83,79.7,'2021/12/9 9:33:24
20.16,17.84,79.69,'2021/12/9 9:33:25
20.19,17.79,79.59,'2021/12/9 9:33:26
20.19,17.79,79.76,'2021/12/9 9:33:27
20.19,17.83,79.55,'2021/12/9 9:33:28
20.16,17.79,79.59,'2021/12/9 9:33:29
20.19,17.83,80.1,'2021/12/9 9:33:30
20.19,17.79,79.13,'2021/12/9 9:33:31
20.16,17.83,79.59,'2021/12/9 9:33:32
20.19,17.79,79.31,'2021/12/9 9:33:33
20.19,17.79,79.46,'2021/12/9 9:33:34
20.16,17.83,79.59,'2021/12/9 9:33:35
20.19,17.79,79.59,'2021/12/9 9:33:36
20.19,17.79,79.31,'2021/12/9 9:33:37
20.19,17.81,79.24,'2021/12/9 9:33:38
20.16,17.83,79.48,'2021/12/9 9:33:39
20.22,17.86,79.59,'2021/12/9 9:33:40
20.19,17.83,79.39,'2021/12/9 9:33:41
20.16,17.83,79.57,'2021/12/9 9:33:42
20.19,17.79,79.61,'2021/12/9 9:33:43
20.19,17.83,79.59,'2021/12/9 9:33:44
20.22,17.79,79.58,'2021/12/9 9:33:45
20.22,17.83,79.76,'2021/12/9 9:33:46
20.19,17.83,79.22,'2021/12/9 9:33:47
20.19,17.83,79.59,'2021/12/9 9:33:48
